,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,robot,robot,robot,robot,robot,robot,robot
,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u1,u1_dir,u2,u2_dir,x,y,z
69,0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.09992154668288669, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06874423750658426, 'x': -0.003823511774778847})",-0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09985433472405214, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.0686866833477947, 'x': -0.036176488225221154})",-0.0547136562254402,True,"Coordinate({'z': 0, 'y': 0.09985433472405214, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04804224204519197, 'y': 0.0686866833477947, 'x': -0.036176488225221154})",0.0547136562254402,False,"Coordinate({'z': 0, 'y': 0.09992154668288669, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042619302207852275, 'y': 0.06874423750658426, 'x': -0.003823511774778847})",0.0547136562254402,0.0,-0.0547136562254402,1.0,-0.05406250424753555,0.0,0.0
70,0.052889867684592196,False,"Coordinate({'z': 0, 'y': 0.09902883100617164, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.06829787966822674, 'x': -0.0047354060452028494})",-0.052889867684592196,True,"Coordinate({'z': 0, 'y': 0.09895800344174692, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06823851770664209, 'x': -0.035264593954797155})",-0.052889867684592196,True,"Coordinate({'z': 0, 'y': 0.09895800344174692, 'x': -0.048207048433816034})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04829588876973406, 'y': 0.06823851770664209, 'x': -0.035264593954797155})",0.052889867684592196,False,"Coordinate({'z': 0, 'y': 0.09902883100617164, 'x': -0.03179295156618397})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.042046274869244185, 'y': 0.06829787966822674, 'x': -0.0047354060452028494})",0.052889867684592196,0.0,-0.052889867684592196,1.0,-0.05497439851795955,0.0,0.0
71,0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.09797448592618908, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06777070712823546, 'x': -0.0056473003156268554})",-0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09789961920269273, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.067709325587115, 'x': -0.03435269968437314})",-0.051066079143744184,True,"Coordinate({'z': 0, 'y': 0.09789961920269273, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0485310789192593, 'y': 0.067709325587115, 'x': -0.03435269968437314})",0.051066079143744184,False,"Coordinate({'z': 0, 'y': 0.09797448592618908, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04144527039066055, 'y': 0.06777070712823546, 'x': -0.0056473003156268554})",0.051066079143744184,0.0,-0.051066079143744184,1.0,-0.055886292788383564,0.0,0.0
72,0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09673738804731047, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06715215818879615, 'x': -0.006559194586050858})",-0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09665789440234396, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.0670884631869406, 'x': -0.03344080541394914})",-0.04924229060289618,True,"Coordinate({'z': 0, 'y': 0.09665789440234396, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04874807963146199, 'y': 0.0670884631869406, 'x': -0.03344080541394914})",0.04924229060289618,False,"Coordinate({'z': 0, 'y': 0.09673738804731047, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04081505289484542, 'y': 0.06715215818879615, 'x': -0.006559194586050858})",0.04924229060289618,0.0,-0.04924229060289618,1.0,-0.05679818705880756,0.0,0.0
73,0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09528773365922855, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06642733099475519, 'x': -0.0074710888564748605})",-0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09520276885363191, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06636090041258458, 'x': -0.032528911143525144})",-0.04741850206204817,True,"Coordinate({'z': 0, 'y': 0.09520276885363191, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.048947132828414786, 'y': 0.06636090041258458, 'x': -0.032528911143525144})",0.04741850206204817,False,"Coordinate({'z': 0, 'y': 0.09528773365922855, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04015424691788192, 'y': 0.06642733099475519, 'x': -0.0074710888564748605})",0.04741850206204817,0.0,-0.04741850206204817,1.0,-0.05771008132923156,0.0,0.0
74,0.04559471352120017,False,"Coordinate({'z': 0, 'y': 0.09358162524543591, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06557427678785888, 'x': -0.008382983126898863})",-0.04559471352120017,True,"Coordinate({'z': 0, 'y': 0.09348991257063026, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.06550447227108376, 'x': -0.03161701687310114})",-0.04559471352120017,True,"Coordinate({'z': 0, 'y': 0.09348991257063026, 'x': -0.04091189427042401})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04912845666381895, 'y': 0.06550447227108376, 'x': -0.03161701687310114})",0.04559471352120017,False,"Coordinate({'z': 0, 'y': 0.09358162524543591, 'x': -0.039088105729575995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.03946131581631011, 'y': 0.06557427678785888, 'x': -0.008382983126898863})",0.04559471352120017,0.0,-0.04559471352120017,1.0,-0.05862197559965557,0.0,0.0
75,0.04377092498035216,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",-0.04377092498035216,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",-0.04377092498035216,True,"Coordinate({'z': 0, 'y': 0.09436309420438459, 'x': -0.03813767115993237})","Coordinate({'z': 0, 'y': 0.03938459720074074, 'x': -0.020498350934930264})","Coordinate({'z': 0.049215989226063094, 'y': 0.06687384570256266, 'x': -0.029318011047431317})",0.04377092498035216,False,"Coordinate({'z': 0, 'y': 0.09440333904413557, 'x': -0.04186232884006763})","Coordinate({'z': 0, 'y': 0.039424842040491716, 'x': 0.020498350934930264})","Coordinate({'z': 0.0390869083517748, 'y': 0.06691409054231365, 'x': -0.010681988952568684})",0.04377092498035216,0.0,-0.04377092498035216,1.0,-0.060920981425325385,0.0,0.0
76,0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",-0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",-0.04194713643950415,True,"Coordinate({'z': 0, 'y': 0.09515039677667779, 'x': -0.03726431718872799})","Coordinate({'z': 0, 'y': 0.04017189977303394, 'x': -0.019624996963725883})","Coordinate({'z': 0.049215989226063094, 'y': 0.06766114827485586, 'x': -0.028444657076226936})",0.04194713643950415,False,"Coordinate({'z': 0, 'y': 0.09518759263229667, 'x': -0.04273568281127201})","Coordinate({'z': 0, 'y': 0.04020909562865282, 'x': 0.019624996963725883})","Coordinate({'z': 0.0390869083517748, 'y': 0.06769834413047475, 'x': -0.011555342923773065})",0.04194713643950415,0.0,-0.04194713643950415,1.0,-0.061794335396529766,0.0,0.0
77,0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",-0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",-0.040123347898656146,True,"Coordinate({'z': 0, 'y': 0.09661044590270099, 'x': -0.035440528647879985})","Coordinate({'z': 0, 'y': 0.04163194889905713, 'x': -0.017801208422877877})","Coordinate({'z': 0.049215989226063094, 'y': 0.06912119740087906, 'x': -0.02662086853537893})",0.040123347898656146,False,"Coordinate({'z': 0, 'y': 0.09664214894092589, 'x': -0.04455947135212002})","Coordinate({'z': 0, 'y': 0.04166365193728203, 'x': 0.017801208422877877})","Coordinate({'z': 0.0390869083517748, 'y': 0.06915290043910396, 'x': -0.01337913146462107})",0.040123347898656146,0.0,-0.040123347898656146,1.0,-0.06361812393737777,0.0,0.0
78,0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",-0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",-0.03829955935780814,True,"Coordinate({'z': 0, 'y': 0.09785633116520019, 'x': -0.03361674010703198})","Coordinate({'z': 0, 'y': 0.042877834161556334, 'x': -0.015977419882029872})","Coordinate({'z': 0.049215989226063094, 'y': 0.07036708266337827, 'x': -0.024797079994530926})",0.03829955935780814,False,"Coordinate({'z': 0, 'y': 0.0978833925227652, 'x': -0.04638325989296802})","Coordinate({'z': 0, 'y': 0.042904895519121355, 'x': 0.015977419882029872})","Coordinate({'z': 0.0390869083517748, 'y': 0.07039414402094328, 'x': -0.015202920005469075})",0.03829955935780814,0.0,-0.03829955935780814,1.0,-0.06544191247822578,0.0,0.0
79,0.036475770816960136,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",-0.036475770816960136,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",-0.036475770816960136,True,"Coordinate({'z': 0, 'y': 0.09891834508400828, 'x': -0.031792951566183975})","Coordinate({'z': 0, 'y': 0.04393984808036443, 'x': -0.014153631341181867})","Coordinate({'z': 0.049215989226063094, 'y': 0.07142909658218635, 'x': -0.02297329145368292})",0.036475770816960136,False,"Coordinate({'z': 0, 'y': 0.09894135679704814, 'x': -0.04820704843381603})","Coordinate({'z': 0, 'y': 0.043962859793404294, 'x': 0.014153631341181867})","Coordinate({'z': 0.0390869083517748, 'y': 0.07145210829522622, 'x': -0.01702670854631708})",0.036475770816960136,0.0,-0.036475770816960136,1.0,-0.06726570101907378,0.0,0.0
80,0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",-0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",-0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",0.034651982276112124,0.0,-0.034651982276112124,1.0,-0.0690894895599218,0.0,0.0
81,0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",-0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",-0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",0.03282819373526412,0.0,-0.03282819373526412,1.0,-0.0709132781007698,0.0,0.0
82,0.031004405194416114,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",-0.031004405194416114,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",-0.031004405194416114,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",0.031004405194416114,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",0.031004405194416114,0.0,-0.031004405194416114,1.0,-0.0727370666416178,0.0,0.0
83,0.02918061665356811,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",-0.02918061665356811,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",-0.02918061665356811,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",0.02918061665356811,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",0.02918061665356811,0.0,-0.02918061665356811,1.0,-0.0745608551824658,0.0,0.0
84,0.027356828112720104,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",-0.027356828112720104,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",-0.027356828112720104,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",0.027356828112720104,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",0.027356828112720104,0.0,-0.027356828112720104,1.0,-0.0763846437233138,0.0,0.0
85,0.0255330395718721,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",-0.0255330395718721,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",-0.0255330395718721,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",0.0255330395718721,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",0.0255330395718721,0.0,-0.0255330395718721,1.0,-0.0782084322641618,0.0,0.0
